,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Percentage,EU_Percentage,JP_Percentage,Other_Percentage,NA_average,EU_average,JP_average,Other_average
11517,11519,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11518,11520,Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11519,11521,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08,12.5,62.5,0.0,12.5,45.39,22.9,24.42,6.48
11520,11522,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0.0,0.01,0.08,25.0,62.5,0.0,12.5,45.39,22.9,24.42,6.48
11521,11523,Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11522,11524,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11523,11525,Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.08,62.5,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11524,11526,Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11525,11527,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11527,11529,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,37.5,50.0,0.0,12.5,45.39,22.9,24.42,6.48
11528,11530,Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11529,11531,A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,25.0,12.5,50.0,12.5,45.39,22.9,24.42,6.48
11530,11532,Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11531,11533,My Friends,DS,2009,Misc,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11532,11534,World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11533,11535,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11534,11536,Armored Core 3 Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11535,11537,Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11536,11538,The Croods: Prehistoric Party!,DS,2013,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.08,37.5,50.0,0.0,12.5,45.39,22.9,24.42,6.48
11537,11539,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11538,11540,Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11539,11541,Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11540,11542,Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,0.0,75.0,0.0,25.0,45.39,22.9,24.42,6.48
11541,11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11542,11544,The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11544,11546,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11545,11547,Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11546,11548,Wordfish,DS,2008,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11547,11549,Battlestar Galactica,XB,2003,Shooter,Vivendi Games,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11548,11550,Fireblade,XB,2002,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11549,11551,futureU: The Prep Game for SAT,DS,2008,Misc,Aspyr,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11550,11552,BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0.0,0.01,0.08,37.5,50.0,0.0,12.5,45.39,22.9,24.42,6.48
11551,11553,Johnny Test,DS,2011,Platform,505 Games,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11552,11554,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11553,11555,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11554,11556,Boxing Fever,GBA,2001,Sports,THQ,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11555,11557,RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11556,11558,Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11557,11559,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.01,0.07,0.0,0.08,0.0,12.5,87.5,0.0,45.39,22.9,24.42,6.48
11558,11560,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11559,11561,7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11560,11562,New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11561,11563,Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11562,11564,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,37.5,37.5,12.5,12.5,45.39,22.9,24.42,6.48
11563,11565,Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11564,11566,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11565,11567,Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11566,11568,The Voice,X360,2014,Action,Activision,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11567,11569,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11568,11570,Skydiving Extreme,PS,2001,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11569,11571,Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11570,11572,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.08,0.0,87.5,0.0,12.5,45.39,22.9,24.42,6.48
11571,11573,Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11572,11574,Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11574,11576,Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,37.5,50.0,0.0,12.5,45.39,22.9,24.42,6.48
11575,11577,Drama Queens,DS,2009,Misc,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11576,11578,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11577,11579,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11578,11580,My First Songs,Wii,2010,Misc,Mindscape,0.0,0.07,0.0,0.01,0.08,0.0,87.5,0.0,12.5,45.39,22.9,24.42,6.48
11579,11581,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11580,11582,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11581,11583,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08,12.5,62.5,12.5,12.5,45.39,22.9,24.42,6.48
11582,11584,Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,THQ,0.07,0.01,0.0,0.01,0.08,87.5,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11583,11585,Sub Rebellion,PS2,2002,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11584,11586,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11585,11587,Striker 96,PS,1995,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11586,11588,Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11587,11589,Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11588,11590,Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11589,11591,Real Robots Final Attack,PS,1998,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08,0.0,0.0,87.5,12.5,45.39,22.9,24.42,6.48
11590,11592,Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.02,0.05,0.0,0.01,0.08,25.0,62.5,0.0,12.5,45.39,22.9,24.42,6.48
11591,11593,P.N.03 - Product Number Three,GC,2003,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11592,11594,Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,87.5,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11593,11595,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11594,11596,Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11595,11597,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11596,11598,Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11597,11599,FabStyle,DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11598,11600,Outlaw Tennis,PS2,2005,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11599,11601,Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0.0,0.01,0.08,62.5,25.0,0.0,12.5,45.39,22.9,24.42,6.48
11600,11602,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,62.5,25.0,0.0,12.5,45.39,22.9,24.42,6.48
11601,11603,Mission Runway,DS,2008,Simulation,Eidos Interactive,0.07,0.01,0.0,0.01,0.08,87.5,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11602,11604,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11603,11605,Rayman Origins,PC,2012,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,0.0,75.0,0.0,12.5,45.39,22.9,24.42,6.48
11604,11606,Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11605,11607,We Sing Rock!,Wii,2011,Misc,Nordic Games,0.0,0.07,0.0,0.01,0.08,0.0,87.5,0.0,12.5,45.39,22.9,24.42,6.48
11606,11608,LEGO Soccer Mania,GBA,2002,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11607,11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11608,11610,Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11609,11611,Imagine: My Restaurant,DS,2009,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,0.0,87.5,0.0,12.5,45.39,22.9,24.42,6.48
11610,11612,Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11611,11613,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11612,11614,Nanashi no Game,DS,2008,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11613,11615,Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11614,11616,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11615,11617,Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11616,11618,Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11617,11619,Backyard NFL Football '09,DS,2008,Sports,Atari,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11618,11620,Terraria,3DS,2016,Action,505 Games,0.0,0.03,0.04,0.0,0.08,0.0,37.5,50.0,0.0,45.39,22.9,24.42,6.48
11619,11621,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11620,11622,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11621,11623,MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11622,11624,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11623,11625,Deep Fear,SAT,1998,Adventure,Sega,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11624,11626,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11625,11627,Ford vs. Chevy,XB,2005,Racing,Global Star,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11626,11628,Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11627,11629,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11628,11630,The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11629,11631,Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11630,11632,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11631,11633,Virus,SAT,1997,Shooter,Hudson Soft,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11632,11634,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11633,11635,WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11634,11636,Emily the Strange: Strangerous,DS,2011,Action,DTP Entertainment,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11635,11637,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11636,11638,Dragon Shadow Spell,PS2,2007,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11637,11639,Daniel X: The Ultimate Power,DS,2010,Action,THQ,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11638,11640,Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11639,11641,World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11640,11642,Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11641,11643,NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11642,11644,Momotarou Dentetsu 11,GC,2002,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08,0.0,0.0,87.5,0.0,45.39,22.9,24.42,6.48
11643,11645,The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11644,11646,Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11645,11647,Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11646,11648,Salon Superstar,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11647,11649,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11648,11650,Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11649,11651,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11650,11652,Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11651,11653,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11652,11654,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11653,11655,Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11654,11656,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11655,11657,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11656,11658,Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11657,11659,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11658,11660,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11659,11661,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11660,11662,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11661,11663,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11662,11664,Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11663,11665,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11664,11666,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08,0.0,75.0,0.0,12.5,45.39,22.9,24.42,6.48
11665,11667,No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,0.04,0.03,0.0,0.0,0.08,50.0,37.5,0.0,0.0,45.39,22.9,24.42,6.48
11666,11668,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,75.0,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11667,11669,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.08,62.5,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11668,11670,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11669,11671,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0.0,0.0,0.08,50.0,37.5,0.0,0.0,45.39,22.9,24.42,6.48
11670,11672,Majin Tensei,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11671,11673,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
